mutation_receipt_id,source_side,mutation_id,mutation_type,mutation_family,workstream,expected_result,observed_result,unexpected_pass,forbidden_promotion
G5F-COMSOL-MUT-0567,COMSOL_GATE4G,G4G-MUT-0567,pairwise,rc4_rc5_field_mismatch+v4_runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0568,COMSOL_GATE4G,G4G-MUT-0568,pairwise,rc4_rc5_field_mismatch+v4_runtime_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0569,COMSOL_GATE4G,G4G-MUT-0569,pairwise,rc4_rc5_field_mismatch+v4_runtime_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0570,COMSOL_GATE4G,G4G-MUT-0570,pairwise,rc4_rc5_field_mismatch+v4_runtime_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0571,COMSOL_GATE4G,G4G-MUT-0571,pairwise,rc4_rc5_field_mismatch+strong_claim_positive_output,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0572,COMSOL_GATE4G,G4G-MUT-0572,pairwise,rc4_rc5_field_mismatch+strong_claim_positive_output,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0573,COMSOL_GATE4G,G4G-MUT-0573,pairwise,rc4_rc5_field_mismatch+strong_claim_positive_output,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0574,COMSOL_GATE4G,G4G-MUT-0574,pairwise,rc4_rc5_field_mismatch+strong_claim_positive_output,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0575,COMSOL_GATE4G,G4G-MUT-0575,pairwise,rc4_rc5_field_mismatch+strong_claim_positive_output,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0576,COMSOL_GATE4G,G4G-MUT-0576,pairwise,rc4_rc5_field_mismatch+strong_claim_positive_output,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0577,COMSOL_GATE4G,G4G-MUT-0577,pairwise,rc4_rc5_field_mismatch+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0578,COMSOL_GATE4G,G4G-MUT-0578,pairwise,rc4_rc5_field_mismatch+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0579,COMSOL_GATE4G,G4G-MUT-0579,pairwise,rc4_rc5_field_mismatch+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0580,COMSOL_GATE4G,G4G-MUT-0580,pairwise,rc4_rc5_field_mismatch+missing_source_sha,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0581,COMSOL_GATE4G,G4G-MUT-0581,pairwise,rc4_rc5_field_mismatch+missing_source_sha,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0582,COMSOL_GATE4G,G4G-MUT-0582,pairwise,rc4_rc5_field_mismatch+missing_source_sha,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0583,COMSOL_GATE4G,G4G-MUT-0583,pairwise,rc4_rc5_field_mismatch+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0584,COMSOL_GATE4G,G4G-MUT-0584,pairwise,rc4_rc5_field_mismatch+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0585,COMSOL_GATE4G,G4G-MUT-0585,pairwise,rc4_rc5_field_mismatch+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0586,COMSOL_GATE4G,G4G-MUT-0586,pairwise,rc4_rc5_field_mismatch+missing_units,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0587,COMSOL_GATE4G,G4G-MUT-0587,pairwise,rc4_rc5_field_mismatch+missing_units,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0588,COMSOL_GATE4G,G4G-MUT-0588,pairwise,rc4_rc5_field_mismatch+missing_units,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0589,COMSOL_GATE4G,G4G-MUT-0589,pairwise,rc4_rc5_field_mismatch+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0590,COMSOL_GATE4G,G4G-MUT-0590,pairwise,rc4_rc5_field_mismatch+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0591,COMSOL_GATE4G,G4G-MUT-0591,pairwise,rc4_rc5_field_mismatch+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0592,COMSOL_GATE4G,G4G-MUT-0592,pairwise,rc4_rc5_field_mismatch+missing_normalization,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0593,COMSOL_GATE4G,G4G-MUT-0593,pairwise,rc4_rc5_field_mismatch+missing_normalization,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0594,COMSOL_GATE4G,G4G-MUT-0594,pairwise,rc4_rc5_field_mismatch+missing_normalization,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0595,COMSOL_GATE4G,G4G-MUT-0595,pairwise,dependency_recipe_execution_marker+owner_ledger_current_action_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0596,COMSOL_GATE4G,G4G-MUT-0596,pairwise,dependency_recipe_execution_marker+owner_ledger_current_action_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0597,COMSOL_GATE4G,G4G-MUT-0597,pairwise,dependency_recipe_execution_marker+owner_ledger_current_action_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0598,COMSOL_GATE4G,G4G-MUT-0598,pairwise,dependency_recipe_execution_marker+owner_ledger_current_action_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0599,COMSOL_GATE4G,G4G-MUT-0599,pairwise,dependency_recipe_execution_marker+owner_ledger_current_action_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0600,COMSOL_GATE4G,G4G-MUT-0600,pairwise,dependency_recipe_execution_marker+owner_ledger_current_action_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0601,COMSOL_GATE4G,G4G-MUT-0601,pairwise,dependency_recipe_execution_marker+authorization_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0602,COMSOL_GATE4G,G4G-MUT-0602,pairwise,dependency_recipe_execution_marker+authorization_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0603,COMSOL_GATE4G,G4G-MUT-0603,pairwise,dependency_recipe_execution_marker+authorization_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0604,COMSOL_GATE4G,G4G-MUT-0604,pairwise,dependency_recipe_execution_marker+authorization_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0605,COMSOL_GATE4G,G4G-MUT-0605,pairwise,dependency_recipe_execution_marker+authorization_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0606,COMSOL_GATE4G,G4G-MUT-0606,pairwise,dependency_recipe_execution_marker+authorization_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0607,COMSOL_GATE4G,G4G-MUT-0607,pairwise,dependency_recipe_execution_marker+formula_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0608,COMSOL_GATE4G,G4G-MUT-0608,pairwise,dependency_recipe_execution_marker+formula_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0609,COMSOL_GATE4G,G4G-MUT-0609,pairwise,dependency_recipe_execution_marker+formula_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0610,COMSOL_GATE4G,G4G-MUT-0610,pairwise,dependency_recipe_execution_marker+formula_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0611,COMSOL_GATE4G,G4G-MUT-0611,pairwise,dependency_recipe_execution_marker+formula_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0612,COMSOL_GATE4G,G4G-MUT-0612,pairwise,dependency_recipe_execution_marker+formula_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0613,COMSOL_GATE4G,G4G-MUT-0613,pairwise,dependency_recipe_execution_marker+direct_prs_bin_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0614,COMSOL_GATE4G,G4G-MUT-0614,pairwise,dependency_recipe_execution_marker+direct_prs_bin_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0615,COMSOL_GATE4G,G4G-MUT-0615,pairwise,dependency_recipe_execution_marker+direct_prs_bin_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0616,COMSOL_GATE4G,G4G-MUT-0616,pairwise,dependency_recipe_execution_marker+direct_prs_bin_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0617,COMSOL_GATE4G,G4G-MUT-0617,pairwise,dependency_recipe_execution_marker+direct_prs_bin_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0618,COMSOL_GATE4G,G4G-MUT-0618,pairwise,dependency_recipe_execution_marker+direct_prs_bin_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0619,COMSOL_GATE4G,G4G-MUT-0619,pairwise,dependency_recipe_execution_marker+grain_ingestion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0620,COMSOL_GATE4G,G4G-MUT-0620,pairwise,dependency_recipe_execution_marker+grain_ingestion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0621,COMSOL_GATE4G,G4G-MUT-0621,pairwise,dependency_recipe_execution_marker+grain_ingestion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0622,COMSOL_GATE4G,G4G-MUT-0622,pairwise,dependency_recipe_execution_marker+grain_ingestion_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0623,COMSOL_GATE4G,G4G-MUT-0623,pairwise,dependency_recipe_execution_marker+grain_ingestion_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0624,COMSOL_GATE4G,G4G-MUT-0624,pairwise,dependency_recipe_execution_marker+grain_ingestion_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0625,COMSOL_GATE4G,G4G-MUT-0625,pairwise,dependency_recipe_execution_marker+accepted_expansion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0626,COMSOL_GATE4G,G4G-MUT-0626,pairwise,dependency_recipe_execution_marker+accepted_expansion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0627,COMSOL_GATE4G,G4G-MUT-0627,pairwise,dependency_recipe_execution_marker+accepted_expansion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0628,COMSOL_GATE4G,G4G-MUT-0628,pairwise,dependency_recipe_execution_marker+accepted_expansion_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0629,COMSOL_GATE4G,G4G-MUT-0629,pairwise,dependency_recipe_execution_marker+accepted_expansion_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0630,COMSOL_GATE4G,G4G-MUT-0630,pairwise,dependency_recipe_execution_marker+accepted_expansion_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0631,COMSOL_GATE4G,G4G-MUT-0631,pairwise,dependency_recipe_execution_marker+q_ch_weighting_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0632,COMSOL_GATE4G,G4G-MUT-0632,pairwise,dependency_recipe_execution_marker+q_ch_weighting_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0633,COMSOL_GATE4G,G4G-MUT-0633,pairwise,dependency_recipe_execution_marker+q_ch_weighting_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0634,COMSOL_GATE4G,G4G-MUT-0634,pairwise,dependency_recipe_execution_marker+q_ch_weighting_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0635,COMSOL_GATE4G,G4G-MUT-0635,pairwise,dependency_recipe_execution_marker+q_ch_weighting_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0636,COMSOL_GATE4G,G4G-MUT-0636,pairwise,dependency_recipe_execution_marker+q_ch_weighting_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0637,COMSOL_GATE4G,G4G-MUT-0637,pairwise,dependency_recipe_execution_marker+q_ch_eta_present,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0638,COMSOL_GATE4G,G4G-MUT-0638,pairwise,dependency_recipe_execution_marker+q_ch_eta_present,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0639,COMSOL_GATE4G,G4G-MUT-0639,pairwise,dependency_recipe_execution_marker+q_ch_eta_present,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0640,COMSOL_GATE4G,G4G-MUT-0640,pairwise,dependency_recipe_execution_marker+q_ch_eta_present,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0641,COMSOL_GATE4G,G4G-MUT-0641,pairwise,dependency_recipe_execution_marker+q_ch_eta_present,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0642,COMSOL_GATE4G,G4G-MUT-0642,pairwise,dependency_recipe_execution_marker+q_ch_eta_present,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0643,COMSOL_GATE4G,G4G-MUT-0643,pairwise,dependency_recipe_execution_marker+chi_selected_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0644,COMSOL_GATE4G,G4G-MUT-0644,pairwise,dependency_recipe_execution_marker+chi_selected_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0645,COMSOL_GATE4G,G4G-MUT-0645,pairwise,dependency_recipe_execution_marker+chi_selected_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0646,COMSOL_GATE4G,G4G-MUT-0646,pairwise,dependency_recipe_execution_marker+chi_selected_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0647,COMSOL_GATE4G,G4G-MUT-0647,pairwise,dependency_recipe_execution_marker+chi_selected_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0648,COMSOL_GATE4G,G4G-MUT-0648,pairwise,dependency_recipe_execution_marker+chi_selected_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0649,COMSOL_GATE4G,G4G-MUT-0649,pairwise,dependency_recipe_execution_marker+JRC_present,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0650,COMSOL_GATE4G,G4G-MUT-0650,pairwise,dependency_recipe_execution_marker+JRC_present,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0651,COMSOL_GATE4G,G4G-MUT-0651,pairwise,dependency_recipe_execution_marker+JRC_present,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0652,COMSOL_GATE4G,G4G-MUT-0652,pairwise,dependency_recipe_execution_marker+JRC_present,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0653,COMSOL_GATE4G,G4G-MUT-0653,pairwise,dependency_recipe_execution_marker+JRC_present,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0654,COMSOL_GATE4G,G4G-MUT-0654,pairwise,dependency_recipe_execution_marker+JRC_present,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0655,COMSOL_GATE4G,G4G-MUT-0655,pairwise,dependency_recipe_execution_marker+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0656,COMSOL_GATE4G,G4G-MUT-0656,pairwise,dependency_recipe_execution_marker+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0657,COMSOL_GATE4G,G4G-MUT-0657,pairwise,dependency_recipe_execution_marker+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0658,COMSOL_GATE4G,G4G-MUT-0658,pairwise,dependency_recipe_execution_marker+numeric_bound_invented,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0659,COMSOL_GATE4G,G4G-MUT-0659,pairwise,dependency_recipe_execution_marker+numeric_bound_invented,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0660,COMSOL_GATE4G,G4G-MUT-0660,pairwise,dependency_recipe_execution_marker+numeric_bound_invented,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0661,COMSOL_GATE4G,G4G-MUT-0661,pairwise,dependency_recipe_execution_marker+formal_qch_sidecar_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0662,COMSOL_GATE4G,G4G-MUT-0662,pairwise,dependency_recipe_execution_marker+formal_qch_sidecar_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0663,COMSOL_GATE4G,G4G-MUT-0663,pairwise,dependency_recipe_execution_marker+formal_qch_sidecar_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0664,COMSOL_GATE4G,G4G-MUT-0664,pairwise,dependency_recipe_execution_marker+formal_qch_sidecar_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0665,COMSOL_GATE4G,G4G-MUT-0665,pairwise,dependency_recipe_execution_marker+formal_qch_sidecar_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0666,COMSOL_GATE4G,G4G-MUT-0666,pairwise,dependency_recipe_execution_marker+formal_qch_sidecar_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0667,COMSOL_GATE4G,G4G-MUT-0667,pairwise,dependency_recipe_execution_marker+edge_policy_approved_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0668,COMSOL_GATE4G,G4G-MUT-0668,pairwise,dependency_recipe_execution_marker+edge_policy_approved_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0669,COMSOL_GATE4G,G4G-MUT-0669,pairwise,dependency_recipe_execution_marker+edge_policy_approved_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0670,COMSOL_GATE4G,G4G-MUT-0670,pairwise,dependency_recipe_execution_marker+edge_policy_approved_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0671,COMSOL_GATE4G,G4G-MUT-0671,pairwise,dependency_recipe_execution_marker+edge_policy_approved_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0672,COMSOL_GATE4G,G4G-MUT-0672,pairwise,dependency_recipe_execution_marker+edge_policy_approved_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0673,COMSOL_GATE4G,G4G-MUT-0673,pairwise,dependency_recipe_execution_marker+binding_220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0674,COMSOL_GATE4G,G4G-MUT-0674,pairwise,dependency_recipe_execution_marker+binding_220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0675,COMSOL_GATE4G,G4G-MUT-0675,pairwise,dependency_recipe_execution_marker+binding_220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0676,COMSOL_GATE4G,G4G-MUT-0676,pairwise,dependency_recipe_execution_marker+binding_220_auto_map,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0677,COMSOL_GATE4G,G4G-MUT-0677,pairwise,dependency_recipe_execution_marker+binding_220_auto_map,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0678,COMSOL_GATE4G,G4G-MUT-0678,pairwise,dependency_recipe_execution_marker+binding_220_auto_map,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0679,COMSOL_GATE4G,G4G-MUT-0679,pairwise,dependency_recipe_execution_marker+binding_D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0680,COMSOL_GATE4G,G4G-MUT-0680,pairwise,dependency_recipe_execution_marker+binding_D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0681,COMSOL_GATE4G,G4G-MUT-0681,pairwise,dependency_recipe_execution_marker+binding_D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0682,COMSOL_GATE4G,G4G-MUT-0682,pairwise,dependency_recipe_execution_marker+binding_D1200_borrow_D900,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0683,COMSOL_GATE4G,G4G-MUT-0683,pairwise,dependency_recipe_execution_marker+binding_D1200_borrow_D900,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0684,COMSOL_GATE4G,G4G-MUT-0684,pairwise,dependency_recipe_execution_marker+binding_D1200_borrow_D900,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0685,COMSOL_GATE4G,G4G-MUT-0685,pairwise,dependency_recipe_execution_marker+binding_missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0686,COMSOL_GATE4G,G4G-MUT-0686,pairwise,dependency_recipe_execution_marker+binding_missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0687,COMSOL_GATE4G,G4G-MUT-0687,pairwise,dependency_recipe_execution_marker+binding_missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0688,COMSOL_GATE4G,G4G-MUT-0688,pairwise,dependency_recipe_execution_marker+binding_missing_NODI_view,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0689,COMSOL_GATE4G,G4G-MUT-0689,pairwise,dependency_recipe_execution_marker+binding_missing_NODI_view,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0690,COMSOL_GATE4G,G4G-MUT-0690,pairwise,dependency_recipe_execution_marker+binding_missing_NODI_view,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0691,COMSOL_GATE4G,G4G-MUT-0691,pairwise,dependency_recipe_execution_marker+localq_promoted_to_weighting,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0692,COMSOL_GATE4G,G4G-MUT-0692,pairwise,dependency_recipe_execution_marker+localq_promoted_to_weighting,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0693,COMSOL_GATE4G,G4G-MUT-0693,pairwise,dependency_recipe_execution_marker+localq_promoted_to_weighting,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0694,COMSOL_GATE4G,G4G-MUT-0694,pairwise,dependency_recipe_execution_marker+localq_promoted_to_weighting,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0695,COMSOL_GATE4G,G4G-MUT-0695,pairwise,dependency_recipe_execution_marker+localq_promoted_to_weighting,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0696,COMSOL_GATE4G,G4G-MUT-0696,pairwise,dependency_recipe_execution_marker+localq_promoted_to_weighting,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0697,COMSOL_GATE4G,G4G-MUT-0697,pairwise,dependency_recipe_execution_marker+v4_runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0698,COMSOL_GATE4G,G4G-MUT-0698,pairwise,dependency_recipe_execution_marker+v4_runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0699,COMSOL_GATE4G,G4G-MUT-0699,pairwise,dependency_recipe_execution_marker+v4_runtime_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0700,COMSOL_GATE4G,G4G-MUT-0700,pairwise,dependency_recipe_execution_marker+v4_runtime_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0701,COMSOL_GATE4G,G4G-MUT-0701,pairwise,dependency_recipe_execution_marker+v4_runtime_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0702,COMSOL_GATE4G,G4G-MUT-0702,pairwise,dependency_recipe_execution_marker+v4_runtime_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0703,COMSOL_GATE4G,G4G-MUT-0703,pairwise,dependency_recipe_execution_marker+strong_claim_positive_output,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
